no,name,apt_id,lon,lat,dist,url
7277,구립서초사랑어린이집,1165010639,127.0148142,37.5205341,612.8195547,
7281,잠원꿈밭어린이집,1165010633,127.0165669,37.51371803,607.312075,
7299,바름이어린이집,1165010717,127.0089442,37.49412713,564.1375772,
7300,서울성모병원어린이집,1165010717,127.0051682,37.50062819,477.4557294,
7301,서초성모어린이집,1165010717,127.0094985,37.50104285,223.8796208,
7319,잠원꿈밭어린이집,1165010621,127.0165669,37.51371803,570.3240989,
7320,베베어린이집,1165010621,127.0126357,37.51966885,651.2350122,
7322,잠원꿈밭어린이집,1165010618,127.0165669,37.51371803,696.5292119,
7323,베베어린이집,1165010618,127.0126357,37.51966885,345.7178162,
7324,구립서초사랑어린이집,1165010618,127.0148142,37.5205341,550.2139406,
7342,수표교어린이집,1165010838,127.0052677,37.48211469,465.9757769,
7343,명은해어린이집,1165010838,127.0075886,37.48522506,247.7189977,
7350,잠원꿈밭어린이집,1165010627,127.0165669,37.51371803,643.4761411,
7351,베베어린이집,1165010627,127.0126357,37.51966885,505.4580769,
7352,구립서초사랑어린이집,1165010627,127.0148142,37.5205341,695.6521772,
